destination,country,tags,description,rating,popularity,price_level
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Mexico,Cultural Latin America and the Caribbean Historic Landmark World Heritage," This property lies on the northern slopes of the Tlacolula valley in subtropical central Oaxaca and consists of two pre-Hispanic archaeological complexes and a series of pre-historic caves and rock shelters. Some of these shelters provide archaeological and rock-art evidence for the progress of nomadic hunter-gathers to incipient farmers. Ten thousand-year-old Cucurbitaceae seeds in one cave, Guil&aacute; Naquitz, are considered to be the earliest known evidence of domesticated plants in the continent, while corn cob fragments from the same cave are said to be the earliest documented evidence for the domestication of maize. The cultural landscape of the Prehistoric Caves of Yagul and Mitla demonstrates the link between man and nature that gave origin to the domestication of plants in North America, thus allowing the rise of Mesoamerican civilizations. ",4.5,66,1
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Japan,Cultural Asia and the Pacific Historic Landmark World Heritage," Hiraizumi - Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land&nbsp;comprises five sites, including the sacred Mount Kinkeisan. It features vestiges of government offices dating from the 11th and 12th centuries when Hiraizumi was the administrative centre of the northern realm of Japan and rivalled Kyoto. The realm was based on the cosmology of Pure Land Buddhism, which spread to Japan in the 8th century. It represented the pure land of Buddha that people aspire to after death, as well as peace of mind in this life. In combination with indigenous Japanese nature worship and Shintoism, Pure Land Buddhism developed a concept of planning and garden design that was unique to Japan. ",4.5,73,3
New York City,United States,City Trip Culture History Art Nightlife Party,"Skyscrapers touch the sky as vibrant streets buzz with energy, offering a sensory overload of sights, sounds, and diverse cultures.",4.1,95,5
Historic City of Vigan,Philippines,Cultural Asia and the Pacific Historic Landmark World Heritage," Established in the 16th century, Vigan is the best-preserved example of a planned Spanish colonial town in Asia. Its architecture reflects the coming together of cultural elements from elsewhere in the Philippines, from China and from Europe, resulting in a culture and townscape that have no parallel anywhere in East and South-East Asia. ",4.6,88,3
Archaeological Ensemble of Tárraco,Spain,Cultural Europe and North America Historic Landmark World Heritage," Tárraco (modern-day Tarragona) was a major administrative and mercantile city in Roman Spain and the centre of the Imperial cult for all the Iberian provinces. It was endowed with many fine buildings, and parts of these have been revealed in a series of exceptional excavations. Although most of the remains are fragmentary, many preserved beneath more recent buildings, they present a vivid picture of the grandeur of this Roman provincial capital. ",4.9,92,1
Pretoria,South Africa,City Trip Nature Landscape Culture History Art,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",4.5,71,3
Montreal,Canada,City Trip Culture History Art Nightlife Party,"Charming streets filled with a mix of European elegance and North American vibrancy, offering lively festivals, diverse cuisine, and artistic flair.",4.2,93,3
Group of Monuments at Mahabalipuram,India,Cultural Asia and the Pacific Historic Landmark World Heritage," This group of sanctuaries, founded by the Pallava kings, was carved out of rock along the Coromandel coast in the 7th and 8th centuries. It is known especially for its rathas (temples in the form of chariots), mandapas (cave sanctuaries), giant open-air reliefs such as the famous 'Descent of the Ganges', and the temple of Rivage, with thousands of sculptures to the glory of Shiva. ",4.8,56,2
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,Cultural Europe and North America Historic Landmark World Heritage," The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin. Situated on the crossroads of trade routes to Mesopotamia and Egypt, the site bears witness to the region’s tapestry of cultures and their evolution over more than 2,000 years from the 8th century BCE—when Maresha, the older of the two towns was built—to the time of the Crusaders. These quarried caves served as cisterns, oil presses, baths, columbaria (dovecotes), stables, places of religious worship, hideaways and, on the outskirts of the towns, burial areas. Some of the larger chambers feature vaulted arches and supporting pillars. ",4.5,59,2
Cebu,Philippines,City Trip Nature Landscape Adventure Hiking Beach Sea Tropical,"Tropical warmth, vibrant street life, and a mix of modern and historic sites create an inviting atmosphere full of discovery and relaxation.",4.9,81,1
Washington DC,United States,City Trip Culture History Art,"Monument-lined streets, vibrant museums, and lively neighborhoods create an engaging atmosphere, blending history with modern culture and diverse culinary experiences.",3.9,77,3
Old Town of Ávila with its Extra-Muros Churches,Spain,Cultural Europe and North America Historic Landmark World Heritage," Founded in the 11th century to protect the Spanish territories from the Moors, this 'City of Saints and Stones', the birthplace of St Teresa and the burial place of the Grand Inquisitor Torquemada, has kept its medieval austerity. This purity of form can still be seen in the Gothic cathedral and the fortifications which, with their 82 semicircular towers and nine gates, are the most complete in Spain. ",4.6,54,1
Taupo,New Zealand,City Trip Nature Landscape Adventure Hiking,"Nestled by a sparkling lake and surrounded by geothermal wonders, this place offers a serene escape with stunning natural beauty and adventure.",3.9,73,3
Kahuzi-Biega National Park,Democratic Republic of the Congo,Natural Africa Historic Landmark World Heritage," A vast area of primary tropical forest dominated by two spectacular extinct volcanoes, Kahuzi and Biega, the park has a diverse and abundant fauna. One of the last groups of eastern lowland (graueri) gorillas (consisting of only some 250 individuals) lives at between 2,100 and 2,400 m above sea-level. ",4.6,61,2
Wieliczka and Bochnia Royal Salt Mines,Poland,Cultural Europe and North America Historic Landmark World Heritage," The deposit of rock salt in Wieliczka and Bochnia has been mined since the 13th century. This major industrial undertaking has royal status and is the oldest of its type in Europe. The site is a serial property consisting of Wieliczka and Bochnia salt mines and Wieliczka Saltworks Castle. The Wieliczka and Bochnia Royal Salt Mines illustrate the historic stages of the development of mining techniques in Europe from the 13th to the 20th centuries: both mines have hundreds of kilometers of galleries with works of art, underground chapels and statues sculpted in the salt, making a fascinating pilgrimage into the past. The mines were administratively and technically run by Wieliczka Saltworks Castle, which dates from the medieval period and has been rebuilt several times in the course of its history. ",4.9,79,2
